txn_id,user_id,fraud_score,fraud_label
t_user_001_00000,user_001,0.3969889573041327,0
t_user_001_00001,user_001,0.12932119776696932,0
t_user_001_00002,user_001,0.21708201724307002,0
t_user_001_00003,user_001,0.9185480141990181,1
t_user_001_00004,user_001,0.07856992208294976,0
t_user_001_00005,user_001,0.1795409525825964,0
t_user_001_00006,user_001,0.10956246984622756,0
t_user_001_00007,user_001,0.15175100451610068,0
t_user_001_00008,user_001,0.19896129127208695,0
t_user_001_00009,user_001,0.2455442927997395,0
t_user_001_00010,user_001,0.2064452269961015,0
t_user_001_00011,user_001,0.16699539748797396,0
t_user_001_00012,user_001,0.26526252176014187,0
t_user_001_00013,user_001,0.3108146939666281,0
t_user_001_00014,user_001,0.43963581185351297,0
t_user_001_00015,user_001,0.6971313315488596,0
t_user_001_00016,user_001,0.2174973023462119,0
t_user_001_00017,user_001,0.10215067317636688,0
t_user_001_00018,user_001,0.17471254673453965,0
t_user_001_00019,user_001,0.13598193986403995,0
t_user_001_00020,user_001,0.16654158296435845,0
t_user_001_00021,user_001,0.17393967970317467,0
t_user_001_00022,user_001,0.18264696617007325,0
t_user_001_00023,user_001,0.2141658976176833,0
t_user_001_00024,user_001,0.2781176636750463,0
t_user_001_00025,user_001,0.2342857634506152,0
t_user_001_00026,user_001,0.04414046517412437,0
t_user_001_00027,user_001,0.2679097133875831,0
t_user_001_00028,user_001,0.1145591318287604,0
t_user_001_00029,user_001,0.2559894610215806,0
t_user_001_00030,user_001,0.11542730109717893,0
t_user_001_00031,user_001,0.11017095643811958,0
t_user_001_00032,user_001,0.35647534267237013,0
t_user_001_00033,user_001,0.43386347534591624,0
t_user_001_00034,user_001,0.23576206411432357,0
t_user_001_00035,user_001,0.17296581960801602,0
t_user_001_00036,user_001,0.3707271237723444,0
t_user_001_00037,user_001,0.2716439387235255,0
t_user_001_00038,user_001,0.41256718894152317,0
t_user_001_00039,user_001,0.6169118563927892,0
t_user_001_00040,user_001,0.07278195170755061,0
t_user_001_00041,user_001,0.24391270012536848,0
t_user_001_00042,user_001,0.22149940230364837,0
t_user_001_00043,user_001,0.1767651466465383,0
t_user_001_00044,user_001,0.20219811242520086,0
t_user_001_00045,user_001,0.08496830273357095,0
t_user_001_00046,user_001,0.5165247602259374,0
t_user_001_00047,user_001,0.12291489761319888,0
t_user_001_00048,user_001,0.3303972609675134,0
t_user_001_00049,user_001,0.839881102420546,0
t_user_001_00050,user_001,0.2703738724023359,0
t_user_001_00051,user_001,0.3390440754859122,0
t_user_001_00052,user_001,0.2069311800216889,0
t_user_001_00053,user_001,0.3954844099332041,0
t_user_001_00054,user_001,0.12023849768449954,0
t_user_001_00055,user_001,0.35902781692478786,0
t_user_001_00056,user_001,0.3965581426958194,0
t_user_001_00057,user_001,0.050722955341586835,0
t_user_001_00058,user_001,0.3045371097326546,0
t_user_001_00059,user_001,0.4412972563492086,0
t_user_001_00060,user_001,0.2266669498339199,0
t_user_001_00061,user_001,0.2504361115373876,0
t_user_001_00062,user_001,0.34351513991602173,0
t_user_001_00063,user_001,0.21487931109159772,0
t_user_001_00064,user_001,0.1197522737972046,0
t_user_001_00065,user_001,0.07036174790034375,0
t_user_001_00066,user_001,0.08865637595136813,0
t_user_001_00067,user_001,0.12510922648523295,0
t_user_001_00068,user_001,0.301876257090522,0
t_user_001_00069,user_001,0.20241461652262718,0
t_user_001_00070,user_001,0.173331574641112,0
t_user_001_00071,user_001,0.28536344372059413,0
t_user_001_00072,user_001,0.29392332867870663,0
t_user_001_00073,user_001,0.457296631688925,0
t_user_001_00074,user_001,0.36962374275739784,0
t_user_001_00075,user_001,0.13188458037461082,0
t_user_001_00076,user_001,0.1973624361344629,0
t_user_001_00077,user_001,0.25189093877985513,0
t_user_001_00078,user_001,0.12158752358279956,0
t_user_001_00079,user_001,0.09730185942862199,0
t_user_001_00080,user_001,0.12458534924365172,0
t_user_001_00081,user_001,0.05395905261723409,0
t_user_001_00082,user_001,0.32140992245300465,0
t_user_001_00083,user_001,0.6033141460494279,0
t_user_001_00084,user_001,0.20828162635226255,0
t_user_001_00085,user_001,0.10060503385645034,0
t_user_001_00086,user_001,0.1887056066328682,0
t_user_001_00087,user_001,0.09488714386864028,0
t_user_001_00088,user_001,0.15367265649995335,0
t_user_001_00089,user_001,0.11530265700113412,0
t_user_001_00090,user_001,0.4095654157422296,0
t_user_001_00091,user_001,0.23279681569657137,0
t_user_001_00092,user_001,0.09143694355883511,0
t_user_001_00093,user_001,0.19591634805606384,0
t_user_001_00094,user_001,0.2345869093154045,0
t_user_001_00095,user_001,0.15802572832235007,0
t_user_001_00096,user_001,0.3512268400996591,0
t_user_001_00097,user_001,0.24484739297367003,0
t_user_001_00098,user_001,0.09502764304675392,0
t_user_001_00099,user_001,0.09024050540262765,0
t_user_001_00100,user_001,0.130785319288483,0
t_user_001_00101,user_001,0.373576858484354,0
t_user_001_00102,user_001,0.24044423274750495,0
t_user_001_00103,user_001,0.43861038678519204,0
t_user_001_00104,user_001,0.11178046412713614,0
t_user_001_00105,user_001,0.38591834588809437,0
t_user_001_00106,user_001,0.576458471597399,0
t_user_001_00107,user_001,0.2532503074220937,0
t_user_001_00108,user_001,0.09142140213388117,0
t_user_001_00109,user_001,0.39246858287628916,0
t_user_001_00110,user_001,0.13740366584553207,0
t_user_001_00111,user_001,0.10939714795995202,0
t_user_001_00112,user_001,0.3244262959783977,0
t_user_001_00113,user_001,0.4486454619921266,0
t_user_001_00114,user_001,0.3758671393212953,0
t_user_001_00115,user_001,0.13827097725535373,0
t_user_001_00116,user_001,0.13370394584863485,0
t_user_001_00117,user_001,0.12445295978522007,0
t_user_001_00118,user_001,0.16042577624386906,0
t_user_001_00119,user_001,0.13710676764299254,0
t_user_001_00120,user_001,0.14419908315233637,0
t_user_001_00121,user_001,0.43290315859356676,0
t_user_001_00122,user_001,0.2198655258569044,0
t_user_001_00123,user_001,0.23871410185319517,0
t_user_001_00124,user_001,0.09446520912042168,0
t_user_001_00125,user_001,0.14966428313612576,0
t_user_001_00126,user_001,0.11300813349205498,0
t_user_001_00127,user_001,0.12117894720527257,0
t_user_001_00128,user_001,0.1529204119545134,0
t_user_001_00129,user_001,0.06549431745186227,0
t_user_001_00130,user_001,0.1607925634687062,0
t_user_001_00131,user_001,0.07012656750633481,0
t_user_001_00132,user_001,0.135671517517301,0
t_user_001_00133,user_001,0.19081126470622745,0
t_user_001_00134,user_001,0.19967329383370302,0
t_user_001_00135,user_001,0.18005311468360616,0
t_user_001_00136,user_001,0.4467822580662217,0
t_user_001_00137,user_001,0.4118397376563513,0
t_user_001_00138,user_001,0.1527730575011377,0
t_user_001_00139,user_001,0.19442282654216925,0
t_user_001_00140,user_001,0.12473907304927827,0
t_user_001_00141,user_001,0.18276348390234734,0
t_user_001_00142,user_001,0.1530976857568963,0
t_user_001_00143,user_001,0.22180149673141467,0
t_user_001_00144,user_001,0.22452414008116092,0
t_user_001_00145,user_001,0.18887358123429782,0
t_user_001_00146,user_001,0.14639223818137065,0
t_user_001_00147,user_001,0.39927720742937345,0
t_user_001_00148,user_001,0.5645649061461133,0
t_user_001_00149,user_001,0.16930969521171177,0
t_user_001_00150,user_001,0.1778805478599668,0
t_user_001_00151,user_001,0.5080661599700704,0
t_user_001_00152,user_001,0.24500113369094298,0
t_user_001_00153,user_001,0.22994722199621598,0
t_user_001_00154,user_001,0.35076779854325774,0
t_user_001_00155,user_001,0.16600823652931235,0
t_user_001_00156,user_001,0.16136041724870798,0
t_user_001_00157,user_001,0.23589797795129339,0
t_user_001_00158,user_001,0.1566662206585176,0
t_user_001_00159,user_001,0.09943905287262678,0
t_user_001_00160,user_001,0.3712146331039001,0
t_user_001_00161,user_001,0.17043837477426158,0
t_user_001_00162,user_001,0.15886680668437236,0
t_user_001_00163,user_001,0.13704783124190967,0
t_user_001_00164,user_001,0.31303690178860805,0
t_user_001_00165,user_001,0.21152360527461714,0
